name	length	MII_SRR17972798_Rep1_R1	MII_SRR17972799_Rep2_R1	MII_SRR17972800_Rep3_R1	MII_SRR17972801_Rep4_R1	MII_SRR17972802_Rep5_R1	MII_SRR17972803_Rep6_R1	MII_SRR17972804_Rep7_R1	MII_SRR17972805_Rep8_R1	MII_SRR17972806_Rep9_R1	MII_SRR17972807_Rep10_R1	MII_SRR17972808_Rep11_R1	MII_SRR17972809_Rep12_R1	MII_SRR17972810_Rep13_R1	MII_SRR17972811_Rep14_R1	MII_SRR17972812_Rep15_R1	MII_SRR17972813_Rep16_R1	MII_SRR17972826_Rep17_R1	MII_SRR17972827_Rep18_R1	MII_SRR17972828_Rep19_R1	MII_SRR17972856_Rep20_R1	MII_SRR17972857_Rep21_R1	MII_SRR17972858_Rep22_R1	MII_SRR17972859_Rep23_R1
LOC112444537	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444538	224	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444539	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10
LOC112444540	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444541	107	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC112444542	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC112444543	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444544	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444545	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444546	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444547	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444548	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444551	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444553	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444554	114	0	0	0	0	0	0	0	6	0	1	0	0	0	4	0	0	0	2	1	1	0	0	0
LOC112444557	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444558	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC112444559	130	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0
LOC112444560	130	7	0	0	2	0	1	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	4	4
LOC112444561	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC112444562	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444563	148	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC112444564	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444581	1792	0	9	27	69	36	31	17	19	0	24	10	33	28	19	16	43	11	13	23	23	62	0	14
LOC112444582	2195	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0
LOC112444583	357	0	0	8	0	0	0	0	0	0	0	0	1	6	2	1	0	4	0	0	0	0	11	31
LOC112444584	737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444585	2577	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC112444586	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444587	639	0	10	2	14	4	8	12	2	29	1	1	10	9	11	5	16	0	0	0	6	19	32	92
LOC112444588	493	5	41	21	35	68	12	32	94	8	68	45	79	87	54	52	61	9	21	12	183	204	215	126
LOC112444589	1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444590	1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC112444593	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444595	1300	1538	1562	1971	1813	1885	1417	1588	1373	1766	1283	1584	1652	1864	1314	1515	1589	1877	1752	1951	3376	3769	4687	4059
LOC112444596	2498	0	0	6	4	0	0	0	3	0	7	6	1	8	0	2	2	1	1	1	1	2	15	2
LOC112444597	1984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6
LOC112444598	2487	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	1	3	1	0	0
LOC112444599	828	0	11	11	0	0	0	20	9	0	2	0	0	9	4	6	5	35	24	14	2	1	0	5
LOC112444600	6934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444602	6244	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0	0
LOC112444603	755	0	28	0	0	4	0	3	16	0	2	8	5	3	6	1	4	2	2	3	1	3	0	17
LOC112444604	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444605	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
LOC112444606	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444607	3972	0	0	0	0	0	0	9	1	0	5	0	2	0	0	5	1	0	0	0	0	3	0	0
LOC112444608	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444609	1336	0	0	23	12	0	13	14	0	1	1	11	7	4	5	6	9	2	5	4	27	26	28	50
LOC112444610	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	6	7	1	0	0
LOC112444611	1852	366	192	357	336	693	382	830	89	1272	213	365	398	297	365	375	452	46	57	43	212	427	469	416
LOC112444612	2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444613	1115	0	46	14	14	25	23	24	17	0	45	3	5	33	22	23	37	11	4	5	26	24	0	49
LOC112444614	1848	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	3	0	4	4	1	2	0	0
LOC112444615	2129	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
LOC112444616	1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444617	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444619	1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444621	602	283	97	157	180	111	118	186	165	101	131	155	85	128	144	141	123	170	144	165	240	249	396	355
LOC112444622	1948	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444623	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444624	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0
LOC112444625	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
LOC112444626	3690	0	0	5	0	0	0	0	0	0	18	0	1	2	2	0	1	1	3	3	1	1	8	9
LOC112444627	420	0	2	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	2	0	5
LOC112444628	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444629	364	0	1	1	11	8	0	0	1	0	0	3	4	2	2	0	1	4	2	5	3	8	6	15
LOC112444630	2807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC112444631	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
LOC112444632	315	0	0	10	26	0	2	18	8	0	3	4	8	5	2	0	3	1	0	1	3	23	25	31
LOC112444633	768	0	1	14	23	12	3	10	4	76	13	32	11	6	20	7	13	72	79	121	54	35	1	24
LOC112444634	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444635	1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444636	2800	246	10	19	5	46	9	64	8	10	3	19	35	30	13	14	19	16	14	13	32	59	73	81
LOC112444637	1843	0	0	0	28	0	0	0	0	0	10	0	2	10	5	9	8	0	2	0	7	0	0	0
LOC112444638	404	0	0	0	14	6	0	0	0	12	0	0	0	0	0	0	0	1	0	1	1	0	0	0
LOC112444639	936	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	1	2	1	0	2	0	0	0
LOC112444640	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444641	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444642	3271	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444643	798	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC112444644	3529	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LOC112444645	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
LOC112444646	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LOC112444647	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444648	3749	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	0	0	0	0
LOC112444649	893	0	0	6	0	0	0	3	0	0	0	0	1	0	3	2	3	0	2	2	12	26	52	0
LOC112444650	1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444651	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC112444652	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444653	153	88	34	12	26	11	10	11	4	12	9	2	20	7	16	2	7	3	7	13	4	20	65	379
LOC112444654	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444655	216	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
LOC112444657	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444659	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444660	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444661	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444662	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444663	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444664	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC112444665	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444666	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444668	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444670	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444671	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444672	132	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LOC112444673	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444674	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444675	73	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LOC112444676	77	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	5
LOC112444677	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444678	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444679	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444722	1662	1	0	0	0	0	1	1	3	0	1	0	0	2	0	1	0	0	0	0	4	2	0	2
LOC112444726	2632	0	15	7	7	0	0	14	0	0	0	2	0	1	0	3	1	0	0	0	0	5	0	0
LOC112444727	4752	0	0	6	0	0	0	0	8	0	0	5	0	26	2	11	4	0	0	1	0	9	0	0
LOC112444728	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444729	721	0	0	6	0	0	0	4	0	0	0	0	0	0	3	0	3	8	8	2	0	4	0	0
LOC112444730	2209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444731	1350	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	2	0	1	0	2	0	0
LOC112444732	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444733	2153	596	217	195	316	166	209	201	273	405	281	199	211	255	190	192	194	19	35	39	298	300	238	294
LOC112444734	2252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444736	537	0	0	3	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	4	0	0	0
LOC112444737	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
LOC112444738	2071	137	4	58	42	53	19	103	16	20	40	91	56	46	38	37	25	5	21	12	67	63	113	104
LOC112444739	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC112444740	2062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444741	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444742	1841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444743	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444744	476	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7
LOC112444745	2754	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC112444746	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444747	3536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC112444748	5061	0	9	23	61	37	50	35	34	62	20	49	25	65	34	46	31	22	18	15	46	97	151	71
LOC112444749	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
LOC112444750	3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444752	2493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
LOC112444753	957	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	1	1	0	0	0	45
LOC112444755	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444757	1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC112444758	1117	0	0	8	0	34	0	16	0	0	0	0	15	0	5	5	6	7	3	2	0	1	0	0
LOC112444759	430	0	0	0	0	15	5	2	19	0	33	1	10	17	8	12	13	0	0	0	14	12	0	15
LOC112444760	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC112444761	3204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444762	3767	0	0	41	0	202	0	25	0	0	10	33	0	9	49	8	23	5	7	14	13	23	0	29
LOC112444763	2549	0	0	0	1	0	14	30	0	3	16	0	36	29	13	18	8	2	6	2	7	17	0	0
LOC112444764	2358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC112444765	4384	0	0	1	0	0	0	11	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	16
LOC112444766	674	0	0	0	0	0	0	0	0	0	0	0	7	2	0	2	5	0	0	0	0	0	0	0
LOC112444767	538	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444768	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444769	4982	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
LOC112444770	3486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444771	1593	534	0	0	3	42	1	0	0	1	0	0	1	14	11	0	21	2	9	5	24	18	0	7
LOC112444772	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444774	3487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC112444776	849	0	10	25	0	4	7	10	10	0	7	7	13	6	2	9	2	44	45	26	26	14	0	23
LOC112444777	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444778	266	0	0	4	0	6	0	0	0	0	1	0	4	0	0	0	0	1	0	0	6	2	0	3
LOC112444779	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444780	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444781	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444782	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444783	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444784	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444785	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444786	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444787	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444788	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444789	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444790	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444791	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444793	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444794	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444796	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444797	200	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444798	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444799	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444800	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444801	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444802	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444803	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444804	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444805	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444806	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444809	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444834	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444837	1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444838	2611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444839	647	0	42	106	30	92	83	80	57	203	49	22	57	68	72	46	61	213	148	160	73	94	55	21
LOC112444840	2080	0	0	0	0	0	0	0	0	0	0	0	1	0	1	10	2	16	13	6	1	3	0	4
LOC112444841	5748	0	0	0	0	0	0	1	9	0	0	5	23	7	29	5	1	2	1	3	2	1	0	0
LOC112444842	2919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444843	1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444844	8048	0	4	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	6	0	0
LOC112444845	390	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0
LOC112444846	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC112444847	1311	0	34	47	23	76	24	5	6	0	5	3	8	1	4	1	4	32	53	24	2	23	0	37
LOC112444848	1193	0	49	60	28	39	34	10	20	0	41	37	40	22	14	9	43	12	8	14	29	60	22	13
LOC112444849	781	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	2	1	0	3	2	0	0
LOC112444850	3087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444851	1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444852	1654	0	0	6	0	0	0	0	1	0	2	0	24	0	1	0	1	0	0	0	19	3	0	10
LOC112444853	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444854	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444856	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444858	4825	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3
LOC112444859	481	0	20	12	18	46	26	23	5	9	19	3	2	9	16	26	12	1	0	1	10	8	0	5
LOC112444860	738	0	0	0	0	0	0	16	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0
LOC112444861	4191	1	10	102	7	105	62	45	15	2	109	91	60	34	121	88	146	3	9	8	109	82	24	120
LOC112444862	1718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444863	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444864	2132	0	11	0	0	0	0	0	7	0	0	0	0	0	5	0	0	1	2	0	1	0	6	0
LOC112444865	1344	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC112444866	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444867	2576	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
LOC112444868	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444869	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444870	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444871	1709	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2
LOC112444872	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0
LOC112444873	1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444874	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
LOC112444875	1878	0	0	0	0	0	3	0	3	0	0	1	0	0	0	0	0	0	2	0	1	0	4	0
LOC112444876	2252	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC112444877	1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444878	1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444879	4240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC112444880	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444882	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444883	3103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC112444884	1599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444885	1017	1	0	0	0	0	0	0	0	41	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LOC112444886	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444887	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444888	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC112444889	4096	53	6	3	4	7	4	5	2	7	2	48	15	3	7	7	5	0	0	6	25	30	30	179
LOC112444890	480	0	0	7	2	0	0	1	0	15	0	11	7	3	2	2	2	4	6	17	12	14	22	23
LOC112444891	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC112444892	1963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444893	4527	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112444894	6677	0	0	0	0	6	4	0	10	59	0	15	0	2	2	0	7	1	2	1	4	1	0	0
LOC112444895	3419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
